,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 0,Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
16369,16369,2021,K,Financial and Insurance Services,i_Industry_Total,Total assets,1384037,DOLLARS(millions),,,,,,,,
16370,16370,2021,K,Financial and Insurance Services,i_Industry_Total,Fixed tangible assets,25831,DOLLARS(millions),,,,,,,,
16371,16371,2021,L,"Rental, Hiring and Real Estate Services",a_0,Activity unit,72618,COUNT,,,,,,,,
16372,16372,2021,L,"Rental, Hiring and Real Estate Services",a_0,Rolling mean employees,0,COUNT,,,,,,,,
16373,16373,2021,L,"Rental, Hiring and Real Estate Services",a_0,Salaries and wages paid,772,DOLLARS(millions),,,,,,,,
16374,16374,2021,L,"Rental, Hiring and Real Estate Services",a_0,"Sales, government funding, grants and subsidies",20531,DOLLARS(millions),,,,,,,,
16375,16375,2021,L,"Rental, Hiring and Real Estate Services",a_0,Total income,28072,DOLLARS(millions),,,,,,,,
16376,16376,2021,L,"Rental, Hiring and Real Estate Services",a_0,Total expenditure,15155,DOLLARS(millions),,,,,,,,
16377,16377,2021,L,"Rental, Hiring and Real Estate Services",a_0,Operating profit before tax,8353,DOLLARS(millions),,,,,,,,
16378,16378,2021,L,"Rental, Hiring and Real Estate Services",a_0,Total assets,280042,DOLLARS(millions),,,,,,,,
16379,16379,2021,L,"Rental, Hiring and Real Estate Services",a_0,Fixed tangible assets,211049,DOLLARS(millions),,,,,,,,
16380,16380,2021,L,"Rental, Hiring and Real Estate Services",b_1-5,Activity unit,5121,COUNT,,,,,,,,
16381,16381,2021,L,"Rental, Hiring and Real Estate Services",b_1-5,Rolling mean employees,8889,COUNT,,,,,,,,
16382,16382,2021,L,"Rental, Hiring and Real Estate Services",b_1-5,Salaries and wages paid,512,DOLLARS(millions),,,,,,,,
16383,16383,2021,L,"Rental, Hiring and Real Estate Services",b_1-5,"Sales, government funding, grants and subsidies",3588,DOLLARS(millions),,,,,,,,
16384,16384,2021,L,"Rental, Hiring and Real Estate Services",b_1-5,Total income,4012,DOLLARS(millions),,,,,,,,
16385,16385,2021,L,"Rental, Hiring and Real Estate Services",b_1-5,Total expenditure,3050,DOLLARS(millions),,,,,,,,
16386,16386,2021,L,"Rental, Hiring and Real Estate Services",b_1-5,Operating profit before tax,798,DOLLARS(millions),,,,,,,,
16387,16387,2021,L,"Rental, Hiring and Real Estate Services",b_1-5,Total assets,21440,DOLLARS(millions),,,,,,,,
16388,16388,2021,L,"Rental, Hiring and Real Estate Services",b_1-5,Fixed tangible assets,14174,DOLLARS(millions),,,,,,,,
16389,16389,2021,L,"Rental, Hiring and Real Estate Services",c_6-9,Activity unit,414,COUNT,,,,,,,,
16390,16390,2021,L,"Rental, Hiring and Real Estate Services",c_6-9,Rolling mean employees,2991,COUNT,,,,,,,,
16391,16391,2021,L,"Rental, Hiring and Real Estate Services",c_6-9,Salaries and wages paid,152,DOLLARS(millions),,,,,,,,
16392,16392,2021,L,"Rental, Hiring and Real Estate Services",c_6-9,"Sales, government funding, grants and subsidies",767,DOLLARS(millions),,,,,,,,
16393,16393,2021,L,"Rental, Hiring and Real Estate Services",c_6-9,Total income,937,DOLLARS(millions),,,,,,,,
16394,16394,2021,L,"Rental, Hiring and Real Estate Services",c_6-9,Total expenditure,695,DOLLARS(millions),,,,,,,,
16395,16395,2021,L,"Rental, Hiring and Real Estate Services",c_6-9,Operating profit before tax,169,DOLLARS(millions),,,,,,,,
16396,16396,2021,L,"Rental, Hiring and Real Estate Services",c_6-9,Total assets,4457,DOLLARS(millions),,,,,,,,
16397,16397,2021,L,"Rental, Hiring and Real Estate Services",c_6-9,Fixed tangible assets,2112,DOLLARS(millions),,,,,,,,
16398,16398,2021,L,"Rental, Hiring and Real Estate Services",d_10-19,Activity unit,306,COUNT,,,,,,,,
16399,16399,2021,L,"Rental, Hiring and Real Estate Services",d_10-19,Rolling mean employees,4047,COUNT,,,,,,,,
16400,16400,2021,L,"Rental, Hiring and Real Estate Services",d_10-19,Salaries and wages paid,295,DOLLARS(millions),,,,,,,,
16401,16401,2021,L,"Rental, Hiring and Real Estate Services",d_10-19,"Sales, government funding, grants and subsidies",1411,DOLLARS(millions),,,,,,,,
16402,16402,2021,L,"Rental, Hiring and Real Estate Services",d_10-19,Total income,1548,DOLLARS(millions),,,,,,,,
16403,16403,2021,L,"Rental, Hiring and Real Estate Services",d_10-19,Total expenditure,1305,DOLLARS(millions),,,,,,,,
16404,16404,2021,L,"Rental, Hiring and Real Estate Services",d_10-19,Operating profit before tax,129,DOLLARS(millions),,,,,,,,
16405,16405,2021,L,"Rental, Hiring and Real Estate Services",d_10-19,Total assets,3122,DOLLARS(millions),,,,,,,,
16406,16406,2021,L,"Rental, Hiring and Real Estate Services",d_10-19,Fixed tangible assets,1321,DOLLARS(millions),,,,,,,,
16407,16407,2021,L,"Rental, Hiring and Real Estate Services",e_20-49,Activity unit,162,COUNT,,,,,,,,
16408,16408,2021,L,"Rental, Hiring and Real Estate Services",e_20-49,Rolling mean employees,4653,COUNT,,,,,,,,
16409,16409,2021,L,"Rental, Hiring and Real Estate Services",e_20-49,Salaries and wages paid,353,DOLLARS(millions),,,,,,,,
16410,16410,2021,L,"Rental, Hiring and Real Estate Services",e_20-49,"Sales, government funding, grants and subsidies",1446,DOLLARS(millions),,,,,,,,
16411,16411,2021,L,"Rental, Hiring and Real Estate Services",e_20-49,Total income,1523,DOLLARS(millions),,,,,,,,
16412,16412,2021,L,"Rental, Hiring and Real Estate Services",e_20-49,Total expenditure,1310,DOLLARS(millions),,,,,,,,
16413,16413,2021,L,"Rental, Hiring and Real Estate Services",e_20-49,Operating profit before tax,191,DOLLARS(millions),,,,,,,,
16414,16414,2021,L,"Rental, Hiring and Real Estate Services",e_20-49,Total assets,2370,DOLLARS(millions),,,,,,,,
16415,16415,2021,L,"Rental, Hiring and Real Estate Services",e_20-49,Fixed tangible assets,1033,DOLLARS(millions),,,,,,,,
16416,16416,2021,L,"Rental, Hiring and Real Estate Services",f_50-99,Activity unit,42,COUNT,,,,,,,,
16417,16417,2021,L,"Rental, Hiring and Real Estate Services",f_50-99,Rolling mean employees,2754,COUNT,,,,,,,,
16418,16418,2021,L,"Rental, Hiring and Real Estate Services",f_50-99,Salaries and wages paid,194,DOLLARS(millions),,,,,,,,
16419,16419,2021,L,"Rental, Hiring and Real Estate Services",f_50-99,"Sales, government funding, grants and subsidies",992,DOLLARS(millions),,,,,,,,
16420,16420,2021,L,"Rental, Hiring and Real Estate Services",f_50-99,Total income,1063,DOLLARS(millions),,,,,,,,
16421,16421,2021,L,"Rental, Hiring and Real Estate Services",f_50-99,Total expenditure,937,DOLLARS(millions),,,,,,,,
16422,16422,2021,L,"Rental, Hiring and Real Estate Services",f_50-99,Operating profit before tax,120,DOLLARS(millions),,,,,,,,
16423,16423,2021,L,"Rental, Hiring and Real Estate Services",f_50-99,Total assets,2902,DOLLARS(millions),,,,,,,,
16424,16424,2021,L,"Rental, Hiring and Real Estate Services",f_50-99,Fixed tangible assets,1411,DOLLARS(millions),,,,,,,,
16425,16425,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Activity unit,18,COUNT,,,,,,,,
16426,16426,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Rolling mean employees,2607,COUNT,,,,,,,,
16427,16427,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Salaries and wages paid,214,DOLLARS(millions),,,,,,,,
16428,16428,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,"Sales, government funding, grants and subsidies",1148,DOLLARS(millions),,,,,,,,
16429,16429,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Total income,1532,DOLLARS(millions),,,,,,,,
16430,16430,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Total expenditure,1287,DOLLARS(millions),,,,,,,,
16431,16431,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Operating profit before tax,148,DOLLARS(millions),,,,,,,,
16432,16432,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Total assets,5004,DOLLARS(millions),,,,,,,,
16433,16433,2021,L,"Rental, Hiring and Real Estate Services",g_100-199,Fixed tangible assets,C,DOLLARS(millions),,,,,,,,
16434,16434,2021,L,"Rental, Hiring and Real Estate Services",h_200+,Activity unit,12,COUNT,,,,,,,,
16435,16435,2021,L,"Rental, Hiring and Real Estate Services",h_200+,Rolling mean employees,4893,COUNT,,,,,,,,
16436,16436,2021,L,"Rental, Hiring and Real Estate Services",h_200+,Salaries and wages paid,319,DOLLARS(millions),,,,,,,,
16437,16437,2021,L,"Rental, Hiring and Real Estate Services",h_200+,"Sales, government funding, grants and subsidies",1384,DOLLARS(millions),,,,,,,,
16438,16438,2021,L,"Rental, Hiring and Real Estate Services",h_200+,Total income,1409,DOLLARS(millions),,,,,,,,
16439,16439,2021,L,"Rental, Hiring and Real Estate Services",h_200+,Total expenditure,1305,DOLLARS(millions),,,,,,,,
16440,16440,2021,L,"Rental, Hiring and Real Estate Services",h_200+,Operating profit before tax,89,DOLLARS(millions),,,,,,,,
16441,16441,2021,L,"Rental, Hiring and Real Estate Services",h_200+,Total assets,1922,DOLLARS(millions),,,,,,,,
16442,16442,2021,L,"Rental, Hiring and Real Estate Services",h_200+,Fixed tangible assets,C,DOLLARS(millions),,,,,,,,
16443,16443,2021,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Activity unit,78699,COUNT,,,,,,,,
16444,16444,2021,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Rolling mean employees,30834,COUNT,,,,,,,,
16445,16445,2021,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Salaries and wages paid,2811,DOLLARS(millions),,,,,,,,
16446,16446,2021,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,"Sales, government funding, grants and subsidies",31268,DOLLARS(millions),,,,,,,,
16447,16447,2021,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total income,40096,DOLLARS(millions),,,,,,,,
16448,16448,2021,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total expenditure,25043,DOLLARS(millions),,,,,,,,
16449,16449,2021,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Operating profit before tax,9996,DOLLARS(millions),,,,,,,,
16450,16450,2021,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Total assets,321259,DOLLARS(millions),,,,,,,,
16451,16451,2021,L,"Rental, Hiring and Real Estate Services",i_Industry_Total,Fixed tangible assets,235913,DOLLARS(millions),,,,,,,,
16452,16452,2021,M,"Professional, Scientific and Technical Services",a_0,Activity unit,44682,COUNT,,,,,,,,
16453,16453,2021,M,"Professional, Scientific and Technical Services",a_0,Rolling mean employees,0,COUNT,,,,,,,,
16454,16454,2021,M,"Professional, Scientific and Technical Services",a_0,Salaries and wages paid,2386,DOLLARS(millions),,,,,,,,
16455,16455,2021,M,"Professional, Scientific and Technical Services",a_0,"Sales, government funding, grants and subsidies",8584,DOLLARS(millions),,,,,,,,
16456,16456,2021,M,"Professional, Scientific and Technical Services",a_0,Total income,8939,DOLLARS(millions),,,,,,,,
16457,16457,2021,M,"Professional, Scientific and Technical Services",a_0,Total expenditure,6732,DOLLARS(millions),,,,,,,,
16458,16458,2021,M,"Professional, Scientific and Technical Services",a_0,Operating profit before tax,2343,DOLLARS(millions),,,,,,,,
16459,16459,2021,M,"Professional, Scientific and Technical Services",a_0,Total assets,10077,DOLLARS(millions),,,,,,,,
16460,16460,2021,M,"Professional, Scientific and Technical Services",a_0,Fixed tangible assets,2765,DOLLARS(millions),,,,,,,,
16461,16461,2021,M,"Professional, Scientific and Technical Services",b_1-5,Activity unit,13920,COUNT,,,,,,,,
16462,16462,2021,M,"Professional, Scientific and Technical Services",b_1-5,Rolling mean employees,27111,COUNT,,,,,,,,
16463,16463,2021,M,"Professional, Scientific and Technical Services",b_1-5,Salaries and wages paid,2420,DOLLARS(millions),,,,,,,,
16464,16464,2021,M,"Professional, Scientific and Technical Services",b_1-5,"Sales, government funding, grants and subsidies",6504,DOLLARS(millions),,,,,,,,
16465,16465,2021,M,"Professional, Scientific and Technical Services",b_1-5,Total income,6681,DOLLARS(millions),,,,,,,,
16466,16466,2021,M,"Professional, Scientific and Technical Services",b_1-5,Total expenditure,5769,DOLLARS(millions),,,,,,,,
16467,16467,2021,M,"Professional, Scientific and Technical Services",b_1-5,Operating profit before tax,935,DOLLARS(millions),,,,,,,,
16468,16468,2021,M,"Professional, Scientific and Technical Services",b_1-5,Total assets,6221,DOLLARS(millions),,,,,,,,
16469,16469,2021,M,"Professional, Scientific and Technical Services",b_1-5,Fixed tangible assets,1012,DOLLARS(millions),,,,,,,,
16470,16470,2021,M,"Professional, Scientific and Technical Services",c_6-9,Activity unit,1971,COUNT,,,,,,,,
16471,16471,2021,M,"Professional, Scientific and Technical Services",c_6-9,Rolling mean employees,14217,COUNT,,,,,,,,
16472,16472,2021,M,"Professional, Scientific and Technical Services",c_6-9,Salaries and wages paid,1121,DOLLARS(millions),,,,,,,,
16473,16473,2021,M,"Professional, Scientific and Technical Services",c_6-9,"Sales, government funding, grants and subsidies",2635,DOLLARS(millions),,,,,,,,
16474,16474,2021,M,"Professional, Scientific and Technical Services",c_6-9,Total income,2678,DOLLARS(millions),,,,,,,,
16475,16475,2021,M,"Professional, Scientific and Technical Services",c_6-9,Total expenditure,2412,DOLLARS(millions),,,,,,,,
16476,16476,2021,M,"Professional, Scientific and Technical Services",c_6-9,Operating profit before tax,312,DOLLARS(millions),,,,,,,,
16477,16477,2021,M,"Professional, Scientific and Technical Services",c_6-9,Total assets,C,DOLLARS(millions),,,,,,,,
16478,16478,2021,M,"Professional, Scientific and Technical Services",c_6-9,Fixed tangible assets,189,DOLLARS(millions),,,,,,,,
16479,16479,2021,M,"Professional, Scientific and Technical Services",d_10-19,Activity unit,1653,COUNT,,,,,,,,
16480,16480,2021,M,"Professional, Scientific and Technical Services",d_10-19,Rolling mean employees,21999,COUNT,,,,,,,,
16481,16481,2021,M,"Professional, Scientific and Technical Services",d_10-19,Salaries and wages paid,1819,DOLLARS(millions),,,,,,,,
16482,16482,2021,M,"Professional, Scientific and Technical Services",d_10-19,"Sales, government funding, grants and subsidies",4479,DOLLARS(millions),,,,,,,,
16483,16483,2021,M,"Professional, Scientific and Technical Services",d_10-19,Total income,4549,DOLLARS(millions),,,,,,,,
16484,16484,2021,M,"Professional, Scientific and Technical Services",d_10-19,Total expenditure,3942,DOLLARS(millions),,,,,,,,
16485,16485,2021,M,"Professional, Scientific and Technical Services",d_10-19,Operating profit before tax,633,DOLLARS(millions),,,,,,,,
16486,16486,2021,M,"Professional, Scientific and Technical Services",d_10-19,Total assets,3377,DOLLARS(millions),,,,,,,,
16487,16487,2021,M,"Professional, Scientific and Technical Services",d_10-19,Fixed tangible assets,348,DOLLARS(millions),,,,,,,,
16488,16488,2021,M,"Professional, Scientific and Technical Services",e_20-49,Activity unit,1068,COUNT,,,,,,,,
16489,16489,2021,M,"Professional, Scientific and Technical Services",e_20-49,Rolling mean employees,31623,COUNT,,,,,,,,
16490,16490,2021,M,"Professional, Scientific and Technical Services",e_20-49,Salaries and wages paid,2752,DOLLARS(millions),,,,,,,,
16491,16491,2021,M,"Professional, Scientific and Technical Services",e_20-49,"Sales, government funding, grants and subsidies",6199,DOLLARS(millions),,,,,,,,
16492,16492,2021,M,"Professional, Scientific and Technical Services",e_20-49,Total income,6412,DOLLARS(millions),,,,,,,,
16493,16493,2021,M,"Professional, Scientific and Technical Services",e_20-49,Total expenditure,5752,DOLLARS(millions),,,,,,,,
16494,16494,2021,M,"Professional, Scientific and Technical Services",e_20-49,Operating profit before tax,699,DOLLARS(millions),,,,,,,,
16495,16495,2021,M,"Professional, Scientific and Technical Services",e_20-49,Total assets,5745,DOLLARS(millions),,,,,,,,
16496,16496,2021,M,"Professional, Scientific and Technical Services",e_20-49,Fixed tangible assets,422,DOLLARS(millions),,,,,,,,
16497,16497,2021,M,"Professional, Scientific and Technical Services",f_50-99,Activity unit,264,COUNT,,,,,,,,
16498,16498,2021,M,"Professional, Scientific and Technical Services",f_50-99,Rolling mean employees,18036,COUNT,,,,,,,,
16499,16499,2021,M,"Professional, Scientific and Technical Services",f_50-99,Salaries and wages paid,1608,DOLLARS(millions),,,,,,,,
16500,16500,2021,M,"Professional, Scientific and Technical Services",f_50-99,"Sales, government funding, grants and subsidies",3706,DOLLARS(millions),,,,,,,,
16501,16501,2021,M,"Professional, Scientific and Technical Services",f_50-99,Total income,3944,DOLLARS(millions),,,,,,,,
16502,16502,2021,M,"Professional, Scientific and Technical Services",f_50-99,Total expenditure,3510,DOLLARS(millions),,,,,,,,
16503,16503,2021,M,"Professional, Scientific and Technical Services",f_50-99,Operating profit before tax,432,DOLLARS(millions),,,,,,,,
16504,16504,2021,M,"Professional, Scientific and Technical Services",f_50-99,Total assets,4352,DOLLARS(millions),,,,,,,,
16505,16505,2021,M,"Professional, Scientific and Technical Services",f_50-99,Fixed tangible assets,500,DOLLARS(millions),,,,,,,,
16506,16506,2021,M,"Professional, Scientific and Technical Services",g_100-199,Activity unit,108,COUNT,,,,,,,,
16507,16507,2021,M,"Professional, Scientific and Technical Services",g_100-199,Rolling mean employees,14808,COUNT,,,,,,,,
16508,16508,2021,M,"Professional, Scientific and Technical Services",g_100-199,Salaries and wages paid,1400,DOLLARS(millions),,,,,,,,
16509,16509,2021,M,"Professional, Scientific and Technical Services",g_100-199,"Sales, government funding, grants and subsidies",3502,DOLLARS(millions),,,,,,,,
16510,16510,2021,M,"Professional, Scientific and Technical Services",g_100-199,Total income,3711,DOLLARS(millions),,,,,,,,
16511,16511,2021,M,"Professional, Scientific and Technical Services",g_100-199,Total expenditure,3288,DOLLARS(millions),,,,,,,,
16512,16512,2021,M,"Professional, Scientific and Technical Services",g_100-199,Operating profit before tax,459,DOLLARS(millions),,,,,,,,
16513,16513,2021,M,"Professional, Scientific and Technical Services",g_100-199,Total assets,5203,DOLLARS(millions),,,,,,,,
16514,16514,2021,M,"Professional, Scientific and Technical Services",g_100-199,Fixed tangible assets,261,DOLLARS(millions),,,,,,,,
16515,16515,2021,M,"Professional, Scientific and Technical Services",h_200+,Activity unit,72,COUNT,,,,,,,,
16516,16516,2021,M,"Professional, Scientific and Technical Services",h_200+,Rolling mean employees,36825,COUNT,,,,,,,,
16517,16517,2021,M,"Professional, Scientific and Technical Services",h_200+,Salaries and wages paid,3807,DOLLARS(millions),,,,,,,,
16518,16518,2021,M,"Professional, Scientific and Technical Services",h_200+,"Sales, government funding, grants and subsidies",8373,DOLLARS(millions),,,,,,,,
16519,16519,2021,M,"Professional, Scientific and Technical Services",h_200+,Total income,9384,DOLLARS(millions),,,,,,,,
16520,16520,2021,M,"Professional, Scientific and Technical Services",h_200+,Total expenditure,8632,DOLLARS(millions),,,,,,,,
16521,16521,2021,M,"Professional, Scientific and Technical Services",h_200+,Operating profit before tax,476,DOLLARS(millions),,,,,,,,
16522,16522,2021,M,"Professional, Scientific and Technical Services",h_200+,Total assets,C,DOLLARS(millions),,,,,,,,
16523,16523,2021,M,"Professional, Scientific and Technical Services",h_200+,Fixed tangible assets,784,DOLLARS(millions),,,,,,,,
16524,16524,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,Activity unit,63732,COUNT,,,,,,,,
16525,16525,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,Rolling mean employees,164619,COUNT,,,,,,,,
16526,16526,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,Salaries and wages paid,17314,DOLLARS(millions),,,,,,,,
16527,16527,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,"Sales, government funding, grants and subsidies",43981,DOLLARS(millions),,,,,,,,
16528,16528,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,Total income,46297,DOLLARS(millions),,,,,,,,
16529,16529,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,Total expenditure,40037,DOLLARS(millions),,,,,,,,
16530,16530,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax,6289,DOLLARS(millions),,,,,,,,
16531,16531,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,Total assets,88699,DOLLARS(millions),,,,,,,,
16532,16532,2021,M,"Professional, Scientific and Technical Services",i_Industry_Total,Fixed tangible assets,6282,DOLLARS(millions),,,,,,,,
16533,16533,2021,N,Administrative and Support Services,a_0,Activity unit,11361,COUNT,,,,,,,,
16534,16534,2021,N,Administrative and Support Services,a_0,Rolling mean employees,0,COUNT,,,,,,,,
16535,16535,2021,N,Administrative and Support Services,a_0,Salaries and wages paid,344,DOLLARS(millions),,,,,,,,
16536,16536,2021,N,Administrative and Support Services,a_0,"Sales, government funding, grants and subsidies",1930,DOLLARS(millions),,,,,,,,
16537,16537,2021,N,Administrative and Support Services,a_0,Total income,2023,DOLLARS(millions),,,,,,,,
16538,16538,2021,N,Administrative and Support Services,a_0,Total expenditure,1601,DOLLARS(millions),,,,,,,,
16539,16539,2021,N,Administrative and Support Services,a_0,Operating profit before tax,387,DOLLARS(millions),,,,,,,,
16540,16540,2021,N,Administrative and Support Services,a_0,Total assets,3070,DOLLARS(millions),,,,,,,,
16541,16541,2021,N,Administrative and Support Services,a_0,Fixed tangible assets,1030,DOLLARS(millions),,,,,,,,
16542,16542,2021,N,Administrative and Support Services,b_1-5,Activity unit,4926,COUNT,,,,,,,,
16543,16543,2021,N,Administrative and Support Services,b_1-5,Rolling mean employees,9561,COUNT,,,,,,,,
16544,16544,2021,N,Administrative and Support Services,b_1-5,Salaries and wages paid,485,DOLLARS(millions),,,,,,,,
16545,16545,2021,N,Administrative and Support Services,b_1-5,"Sales, government funding, grants and subsidies",1326,DOLLARS(millions),,,,,,,,
16546,16546,2021,N,Administrative and Support Services,b_1-5,Total income,1386,DOLLARS(millions),,,,,,,,
16547,16547,2021,N,Administrative and Support Services,b_1-5,Total expenditure,1255,DOLLARS(millions),,,,,,,,
16548,16548,2021,N,Administrative and Support Services,b_1-5,Operating profit before tax,152,DOLLARS(millions),,,,,,,,
16549,16549,2021,N,Administrative and Support Services,b_1-5,Total assets,1802,DOLLARS(millions),,,,,,,,
16550,16550,2021,N,Administrative and Support Services,b_1-5,Fixed tangible assets,448,DOLLARS(millions),,,,,,,,
16551,16551,2021,N,Administrative and Support Services,c_6-9,Activity unit,690,COUNT,,,,,,,,
16552,16552,2021,N,Administrative and Support Services,c_6-9,Rolling mean employees,4878,COUNT,,,,,,,,
16553,16553,2021,N,Administrative and Support Services,c_6-9,Salaries and wages paid,225,DOLLARS(millions),,,,,,,,
16554,16554,2021,N,Administrative and Support Services,c_6-9,"Sales, government funding, grants and subsidies",600,DOLLARS(millions),,,,,,,,
16555,16555,2021,N,Administrative and Support Services,c_6-9,Total income,618,DOLLARS(millions),,,,,,,,
16556,16556,2021,N,Administrative and Support Services,c_6-9,Total expenditure,565,DOLLARS(millions),,,,,,,,
16557,16557,2021,N,Administrative and Support Services,c_6-9,Operating profit before tax,58,DOLLARS(millions),,,,,,,,
16558,16558,2021,N,Administrative and Support Services,c_6-9,Total assets,670,DOLLARS(millions),,,,,,,,
16559,16559,2021,N,Administrative and Support Services,c_6-9,Fixed tangible assets,143,DOLLARS(millions),,,,,,,,
16560,16560,2021,N,Administrative and Support Services,d_10-19,Activity unit,531,COUNT,,,,,,,,
16561,16561,2021,N,Administrative and Support Services,d_10-19,Rolling mean employees,7113,COUNT,,,,,,,,
16562,16562,2021,N,Administrative and Support Services,d_10-19,Salaries and wages paid,321,DOLLARS(millions),,,,,,,,
16563,16563,2021,N,Administrative and Support Services,d_10-19,"Sales, government funding, grants and subsidies",932,DOLLARS(millions),,,,,,,,
16564,16564,2021,N,Administrative and Support Services,d_10-19,Total income,976,DOLLARS(millions),,,,,,,,
16565,16565,2021,N,Administrative and Support Services,d_10-19,Total expenditure,915,DOLLARS(millions),,,,,,,,
16566,16566,2021,N,Administrative and Support Services,d_10-19,Operating profit before tax,54,DOLLARS(millions),,,,,,,,
16567,16567,2021,N,Administrative and Support Services,d_10-19,Total assets,804,DOLLARS(millions),,,,,,,,
16568,16568,2021,N,Administrative and Support Services,d_10-19,Fixed tangible assets,164,DOLLARS(millions),,,,,,,,
16569,16569,2021,N,Administrative and Support Services,e_20-49,Activity unit,390,COUNT,,,,,,,,
16570,16570,2021,N,Administrative and Support Services,e_20-49,Rolling mean employees,12126,COUNT,,,,,,,,
16571,16571,2021,N,Administrative and Support Services,e_20-49,Salaries and wages paid,648,DOLLARS(millions),,,,,,,,
16572,16572,2021,N,Administrative and Support Services,e_20-49,"Sales, government funding, grants and subsidies",1542,DOLLARS(millions),,,,,,,,
16573,16573,2021,N,Administrative and Support Services,e_20-49,Total income,1575,DOLLARS(millions),,,,,,,,
16574,16574,2021,N,Administrative and Support Services,e_20-49,Total expenditure,1515,DOLLARS(millions),,,,,,,,
16575,16575,2021,N,Administrative and Support Services,e_20-49,Operating profit before tax,80,DOLLARS(millions),,,,,,,,
16576,16576,2021,N,Administrative and Support Services,e_20-49,Total assets,1003,DOLLARS(millions),,,,,,,,
16577,16577,2021,N,Administrative and Support Services,e_20-49,Fixed tangible assets,180,DOLLARS(millions),,,,,,,,
16578,16578,2021,N,Administrative and Support Services,f_50-99,Activity unit,165,COUNT,,,,,,,,
16579,16579,2021,N,Administrative and Support Services,f_50-99,Rolling mean employees,11763,COUNT,,,,,,,,
16580,16580,2021,N,Administrative and Support Services,f_50-99,Salaries and wages paid,575,DOLLARS(millions),,,,,,,,
16581,16581,2021,N,Administrative and Support Services,f_50-99,"Sales, government funding, grants and subsidies",1221,DOLLARS(millions),,,,,,,,
16582,16582,2021,N,Administrative and Support Services,f_50-99,Total income,1298,DOLLARS(millions),,,,,,,,
16583,16583,2021,N,Administrative and Support Services,f_50-99,Total expenditure,1212,DOLLARS(millions),,,,,,,,
16584,16584,2021,N,Administrative and Support Services,f_50-99,Operating profit before tax,84,DOLLARS(millions),,,,,,,,
16585,16585,2021,N,Administrative and Support Services,f_50-99,Total assets,1406,DOLLARS(millions),,,,,,,,
16586,16586,2021,N,Administrative and Support Services,f_50-99,Fixed tangible assets,192,DOLLARS(millions),,,,,,,,
16587,16587,2021,N,Administrative and Support Services,g_100-199,Activity unit,81,COUNT,,,,,,,,
16588,16588,2021,N,Administrative and Support Services,g_100-199,Rolling mean employees,11373,COUNT,,,,,,,,
16589,16589,2021,N,Administrative and Support Services,g_100-199,Salaries and wages paid,381,DOLLARS(millions),,,,,,,,
16590,16590,2021,N,Administrative and Support Services,g_100-199,"Sales, government funding, grants and subsidies",791,DOLLARS(millions),,,,,,,,
16591,16591,2021,N,Administrative and Support Services,g_100-199,Total income,799,DOLLARS(millions),,,,,,,,
16592,16592,2021,N,Administrative and Support Services,g_100-199,Total expenditure,745,DOLLARS(millions),,,,,,,,
16593,16593,2021,N,Administrative and Support Services,g_100-199,Operating profit before tax,60,DOLLARS(millions),,,,,,,,
16594,16594,2021,N,Administrative and Support Services,g_100-199,Total assets,463,DOLLARS(millions),,,,,,,,
16595,16595,2021,N,Administrative and Support Services,g_100-199,Fixed tangible assets,78,DOLLARS(millions),,,,,,,,
16596,16596,2021,N,Administrative and Support Services,h_200+,Activity unit,96,COUNT,,,,,,,,
16597,16597,2021,N,Administrative and Support Services,h_200+,Rolling mean employees,59172,COUNT,,,,,,,,
16598,16598,2021,N,Administrative and Support Services,h_200+,Salaries and wages paid,1791,DOLLARS(millions),,,,,,,,
16599,16599,2021,N,Administrative and Support Services,h_200+,"Sales, government funding, grants and subsidies",3898,DOLLARS(millions),,,,,,,,
